-0.5138,-0.3306,-0.3398,0.1951,-1.0874,0.8560,-0.0416,1.5562,-0.8555
11.9050,-1.8080,0.7380,-0.5012,-1.0630,0.3333,0.2532,-0.3543,-0.0039
-1.0242,-0.5652,1.6145,-0.3912,0.3832,-0.4820,-0.2826,0.4082,1.0872
-1.3730,0.7356,-0.3921,-0.9761,0.1056,0.4559,-0.0295,-0.9442,-0.5678
-1.1916,-0.3770,1.1687,0.1459,0.4639,-0.3885,0.2898,-0.8636,1.2770
1.3518,0.3826,-3.8452,-3.0923,2.0666,0.8271,0.6545,0.2683,0.8036
-1.1211,1.8450,0.3422,-1.5887,-0.6015,0.4280,-0.0999,0.1638,-0.4387
-1.4663,0.0667,-0.4634,0.1752,-0.9812,-0.1207,0.8853,-1.1974,-0.4600
-1.4586,-0.1095,0.2331,-0.9593,-0.5300,-0.3888,0.1739,-0.3170,-0.4769
-1.4004,-1.3248,-0.6191,1.4950,-0.0660,0.4537,0.1598,-0.4158,0.3860
0.3497,-1.5447,-0.0414,1.1554,2.2027,-2.2765,1.9247,1.4849,-1.0566
-1.2939,-0.8085,0.0156,-0.1690,-0.3931,-0.4657,0.4235,-0.8433,0.0258
-1.2148,1.4593,0.8665,-1.4605,-0.8842,-0.0971,0.1387,0.6377,-0.0142
-0.2379,-1.2553,-0.5054,0.4914,-0.1977,0.4752,-0.1742,0.3398,-0.3260
-0.8743,1.3841,1.0401,-0.6891,-0.2257,-0.0065,0.1485,0.0937,-0.3537
-0.3084,-0.0337,1.7797,-0.4121,0.6507,-0.4970,-0.8538,1.1672,1.6782
-1.3353,-1.0736,-0.5935,1.6468,-0.1788,0.5102,0.4781,-0.7660,0.2911
-1.2339,-1.4335,-0.4931,1.0344,-0.2287,0.4419,0.3906,-0.6785,0.0973
0.1971,-0.8932,0.2758,1.0679,2.6154,1.5412,-2.3107,-0.6480,-0.8052
0.1076,-0.5630,2.1860,-1.3653,0.6202,-0.4140,-0.9058,0.0524,-1.2132
0.8607,0.5546,-2.8714,0.5499,-1.2152,-2.9582,-2.3276,-0.0740,0.0412
3.3702,5.8918,0.2800,2.3975,0.9609,0.0117,0.5323,-0.3800,0.0662
-0.2364,-0.5489,0.2230,0.4653,-0.5217,0.1415,0.3024,-0.1216,1.0756
-0.6794,0.2436,-0.9361,1.4691,-1.2705,1.6812,-0.2019,2.1673,0.1215
-1.1790,0.1063,0.3377,-0.6840,-0.6244,-0.0618,0.4723,-0.7356,-0.3791
