0.9982,0.0000,0.0018
0.0000,0.9996,0.0004
0.0002,0.0022,0.9976
0.9982,0.0000,0.0018
0.0000,0.9996,0.0004
0.0019,0.0001,0.9981
0.9982,0.0000,0.0018
0.0000,0.9996,0.0004
0.0002,0.0095,0.9903
0.9982,0.0000,0.0018
0.0000,0.9845,0.0155
0.0002,0.0081,0.9917
0.9982,0.0000,0.0018
0.0000,0.9915,0.0085
0.0015,0.0001,0.9984
0.9982,0.0000,0.0018
0.0000,0.9789,0.0211
0.0002,0.0078,0.9920
0.9982,0.0000,0.0018
0.0000,0.9995,0.0005
0.0058,0.0000,0.9942
0.9982,0.0000,0.0018
0.0000,0.9993,0.0007
0.0002,0.0052,0.9946
0.9982,0.0000,0.0018
0.0000,0.9995,0.0005
0.0002,0.0073,0.9925
0.9982,0.0000,0.0018
0.0000,0.9997,0.0003
0.0020,0.0001,0.9979
0.9982,0.0000,0.0018
0.0000,0.9883,0.0117
0.0006,0.0004,0.9990
0.9982,0.0000,0.0018
0.0000,0.9988,0.0012
0.0003,0.0042,0.9955
0.9982,0.0000,0.0018
0.0000,0.9995,0.0005
0.0003,0.0044,0.9953
0.9982,0.0000,0.0018
0.0000,0.9970,0.0030
0.0005,0.0009,0.9986
0.9982,0.0000,0.0018
0.0000,0.9996,0.0004
0.0001,0.0062,0.9936
0.9982,0.0000,0.0018
0.0000,0.9993,0.0007
0.0001,0.0147,0.9852
0.9982,0.0000,0.0018
0.0000,0.9996,0.0004
0.0003,0.0031,0.9966
0.9982,0.0000,0.0018
0.0000,0.9994,0.0006
0.0117,0.0000,0.9883
0.9982,0.0000,0.0018
0.0000,0.9996,0.0004
0.0132,0.0000,0.9868
0.9982,0.0000,0.0018
0.0000,0.9996,0.0004
0.0001,0.0161,0.9838
0.9982,0.0000,0.0018
0.0000,0.9996,0.0004
0.0025,0.0000,0.9974
0.9982,0.0000,0.0018
0.0000,0.9995,0.0005
0.0004,0.0020,0.9976
0.9982,0.0000,0.0018
0.0000,0.9994,0.0006
0.0003,0.0051,0.9946
0.9982,0.0000,0.0018
0.0000,0.9870,0.0130
0.0004,0.0016,0.9980
0.9982,0.0000,0.0018
0.0000,0.9461,0.0539
0.0003,0.0033,0.9964
0.9982,0.0000,0.0018
0.0000,0.9996,0.0004
0.0004,0.0011,0.9986
0.9982,0.0000,0.0018
0.0000,0.9996,0.0004
0.0069,0.0000,0.9931
0.9982,0.0000,0.0018
0.0000,0.9991,0.0009
0.0002,0.0040,0.9958
0.9982,0.0000,0.0018
0.0000,0.9984,0.0016
0.0002,0.0058,0.9940
0.9982,0.0000,0.0018
0.0000,0.9995,0.0005
0.0019,0.0001,0.9980
0.9982,0.0000,0.0018
0.0000,0.9881,0.0119
0.0003,0.0027,0.9970
0.9982,0.0000,0.0018
0.0000,0.9996,0.0004
0.0008,0.0002,0.9990
0.9982,0.0000,0.0018
0.0000,0.9995,0.0005
0.0012,0.0001,0.9987
0.9982,0.0000,0.0018
0.0000,0.9626,0.0374
0.0002,0.0027,0.9971
0.9982,0.0000,0.0018
0.0000,0.9996,0.0004
0.0019,0.0001,0.9980
0.9982,0.0000,0.0018
0.0000,0.9913,0.0087
0.0003,0.0026,0.9971
0.9982,0.0000,0.0018
0.0000,0.9994,0.0006
0.0003,0.0035,0.9962
0.9982,0.0000,0.0018
0.0000,0.9731,0.0269
0.0004,0.0028,0.9968
0.9982,0.0000,0.0018
0.0000,0.9996,0.0004
0.0011,0.0001,0.9987
0.9982,0.0000,0.0018
0.0000,0.9995,0.0005
0.0053,0.0000,0.9947
0.9982,0.0000,0.0018
0.0000,0.9995,0.0005
