0.0349, 0.0834, 0.0477, 0.0147, 0.0259, 0.2301, 0.0615, 0.5019
0.0438, 0.0896, 0.0553, 0.0170, 0.0302, 0.2178, 0.0572, 0.4891
0.0317, 0.0615, 0.0406, 0.0115, 0.0260, 0.1851, 0.0476, 0.5960
0.0429, 0.0820, 0.0386, 0.0144, 0.0317, 0.2317, 0.0482, 0.5104
0.0383, 0.0622, 0.0430, 0.0116, 0.0357, 0.1600, 0.0487, 0.6004
0.0741, 0.1191, 0.0568, 0.0200, 0.0305, 0.2644, 0.0624, 0.3727
0.0254, 0.0682, 0.0364, 0.0149, 0.0256, 0.2674, 0.0613, 0.5008
0.0331, 0.0726, 0.0545, 0.0218, 0.0232, 0.3070, 0.0615, 0.4262
0.0390, 0.0938, 0.0605, 0.0168, 0.0252, 0.2286, 0.0696, 0.4666
0.0525, 0.0985, 0.0443, 0.0170, 0.0315, 0.2530, 0.0570, 0.4463
0.0383, 0.0842, 0.0454, 0.0150, 0.0272, 0.2366, 0.0582, 0.4951
0.0499, 0.1021, 0.0477, 0.0145, 0.0365, 0.1876, 0.0579, 0.5039
0.0554, 0.0719, 0.0359, 0.0121, 0.0329, 0.1910, 0.0378, 0.5630
0.0670, 0.1093, 0.0586, 0.0180, 0.0361, 0.2086, 0.0667, 0.4356
0.0549, 0.1194, 0.0543, 0.0162, 0.0395, 0.2056, 0.0667, 0.4432
0.0263, 0.0610, 0.0393, 0.0123, 0.0253, 0.2075, 0.0495, 0.5787
0.0539, 0.0750, 0.0451, 0.0143, 0.0309, 0.2002, 0.0473, 0.5333
0.0390, 0.0694, 0.0515, 0.0163, 0.0225, 0.2504, 0.0551, 0.4958
0.0392, 0.0706, 0.0456, 0.0119, 0.0347, 0.1685, 0.0550, 0.5745
0.0361, 0.0709, 0.0377, 0.0127, 0.0326, 0.1965, 0.0468, 0.5667
0.0531, 0.1173, 0.0573, 0.0181, 0.0290, 0.2427, 0.0703, 0.4124
0.0189, 0.0628, 0.0439, 0.0111, 0.0203, 0.2022, 0.0557, 0.5851
0.0464, 0.0613, 0.0334, 0.0117, 0.0385, 0.1830, 0.0413, 0.5844
0.0282, 0.0521, 0.0399, 0.0123, 0.0297, 0.1716, 0.0393, 0.6269
0.0680, 0.1233, 0.0490, 0.0171, 0.0432, 0.2013, 0.0557, 0.4424
0.0766, 0.0900, 0.0567, 0.0159, 0.0341, 0.2031, 0.0563, 0.4673
0.0640, 0.1212, 0.0562, 0.0206, 0.0291, 0.2741, 0.0662, 0.3685
0.0161, 0.0302, 0.0224, 0.0063, 0.0268, 0.1164, 0.0284, 0.7534
0.0546, 0.0667, 0.0354, 0.0110, 0.0461, 0.1470, 0.0383, 0.6007
0.0715, 0.1152, 0.0567, 0.0203, 0.0396, 0.2177, 0.0591, 0.4200
0.0322, 0.0662, 0.0404, 0.0138, 0.0274, 0.2221, 0.0472, 0.5507
0.0205, 0.0506, 0.0307, 0.0087, 0.0296, 0.1519, 0.0433, 0.6647
0.0428, 0.0597, 0.0311, 0.0095, 0.0357, 0.1621, 0.0424, 0.6166
0.0463, 0.0621, 0.0409, 0.0126, 0.0295, 0.2119, 0.0495, 0.5472
0.0579, 0.0630, 0.0432, 0.0114, 0.0497, 0.1218, 0.0435, 0.6095
0.0347, 0.0773, 0.0408, 0.0154, 0.0304, 0.2365, 0.0556, 0.5094
0.0307, 0.0676, 0.0334, 0.0149, 0.0258, 0.2843, 0.0530, 0.4904
0.0531, 0.0737, 0.0389, 0.0152, 0.0358, 0.2280, 0.0490, 0.5064
0.0316, 0.0671, 0.0379, 0.0149, 0.0276, 0.2574, 0.0563, 0.5072
0.0354, 0.0714, 0.0507, 0.0143, 0.0290, 0.1897, 0.0517, 0.5577
0.0263, 0.0503, 0.0363, 0.0094, 0.0276, 0.1558, 0.0436, 0.6508
0.0556, 0.0905, 0.0405, 0.0138, 0.0379, 0.1892, 0.0522, 0.5202
0.0561, 0.0914, 0.0478, 0.0159, 0.0364, 0.2171, 0.0612, 0.4741
0.1080, 0.0783, 0.0601, 0.0174, 0.0419, 0.1998, 0.0609, 0.4335
0.0380, 0.0729, 0.0419, 0.0128, 0.0351, 0.1695, 0.0515, 0.5783
0.0266, 0.0601, 0.0306, 0.0097, 0.0295, 0.1804, 0.0451, 0.6181
0.0690, 0.1080, 0.0529, 0.0169, 0.0407, 0.2069, 0.0587, 0.4469
0.0541, 0.0598, 0.0453, 0.0130, 0.0380, 0.1750, 0.0478, 0.5670
0.0336, 0.0675, 0.0395, 0.0174, 0.0305, 0.2596, 0.0538, 0.4980
0.0742, 0.0965, 0.0499, 0.0177, 0.0338, 0.2599, 0.0574, 0.4106
0.0458, 0.0429, 0.0348, 0.0101, 0.0333, 0.1721, 0.0392, 0.6219
0.0580, 0.0484, 0.0406, 0.0116, 0.0429, 0.1541, 0.0397, 0.6047
0.0315, 0.0641, 0.0413, 0.0126, 0.0286, 0.1901, 0.0492, 0.5825
0.0376, 0.0676, 0.0435, 0.0128, 0.0309, 0.1786, 0.0467, 0.5822
0.0283, 0.0361, 0.0445, 0.0117, 0.0265, 0.1742, 0.0442, 0.6346
0.0410, 0.0769, 0.0659, 0.0203, 0.0207, 0.2778, 0.0598, 0.4376
0.0294, 0.0691, 0.0399, 0.0110, 0.0286, 0.1738, 0.0501, 0.5981
0.0402, 0.0842, 0.0431, 0.0182, 0.0234, 0.3172, 0.0617, 0.4120
0.0383, 0.0704, 0.0355, 0.0105, 0.0379, 0.1601, 0.0443, 0.6029
0.0525, 0.1102, 0.0449, 0.0167, 0.0316, 0.2582, 0.0593, 0.4267
0.0531, 0.0956, 0.0562, 0.0196, 0.0292, 0.2553, 0.0550, 0.4360
0.0467, 0.1262, 0.0574, 0.0173, 0.0372, 0.2013, 0.0683, 0.4456
0.0373, 0.0808, 0.0335, 0.0132, 0.0343, 0.2186, 0.0534, 0.5290
0.0527, 0.1131, 0.0429, 0.0155, 0.0351, 0.2297, 0.0594, 0.4515
0.0270, 0.0567, 0.0339, 0.0172, 0.0234, 0.3207, 0.0504, 0.4707
0.0425, 0.0824, 0.0484, 0.0158, 0.0342, 0.2011, 0.0511, 0.5245
0.0288, 0.0648, 0.0393, 0.0132, 0.0279, 0.2117, 0.0504, 0.5639
0.0946, 0.1237, 0.0532, 0.0169, 0.0487, 0.1999, 0.0670, 0.3960
0.0235, 0.0626, 0.0292, 0.0092, 0.0300, 0.1709, 0.0451, 0.6296
0.0390, 0.0752, 0.0466, 0.0160, 0.0298, 0.2242, 0.0551, 0.5140
0.0574, 0.0704, 0.0430, 0.0127, 0.0394, 0.1502, 0.0363, 0.5905
0.0824, 0.1303, 0.0430, 0.0153, 0.0491, 0.1814, 0.0497, 0.4487
0.0384, 0.1070, 0.0497, 0.0159, 0.0322, 0.2203, 0.0679, 0.4687
0.0446, 0.0574, 0.0342, 0.0087, 0.0461, 0.1146, 0.0401, 0.6543
0.0275, 0.0486, 0.0350, 0.0127, 0.0248, 0.2182, 0.0404, 0.5928
0.0371, 0.0675, 0.0399, 0.0126, 0.0261, 0.2127, 0.0486, 0.5553
0.0552, 0.0739, 0.0418, 0.0113, 0.0422, 0.1674, 0.0610, 0.5472
0.0442, 0.1167, 0.0513, 0.0180, 0.0239, 0.2958, 0.0696, 0.3806
0.0637, 0.1164, 0.0538, 0.0164, 0.0395, 0.1894, 0.0545, 0.4663
0.0374, 0.0603, 0.0462, 0.0166, 0.0241, 0.2681, 0.0490, 0.4983
0.0407, 0.0900, 0.0452, 0.0152, 0.0264, 0.2619, 0.0634, 0.4573
0.0674, 0.0693, 0.0529, 0.0158, 0.0385, 0.1724, 0.0419, 0.5418
0.0538, 0.1017, 0.0528, 0.0203, 0.0351, 0.2405, 0.0694, 0.4264
0.0367, 0.0792, 0.0537, 0.0166, 0.0247, 0.2431, 0.0559, 0.4901
0.0322, 0.0947, 0.0449, 0.0145, 0.0292, 0.2256, 0.0659, 0.4930
0.0525, 0.0851, 0.0424, 0.0130, 0.0411, 0.1649, 0.0472, 0.5539
0.0351, 0.0815, 0.0401, 0.0126, 0.0308, 0.1979, 0.0548, 0.5473
0.0707, 0.1191, 0.0620, 0.0218, 0.0286, 0.2697, 0.0636, 0.3646
0.0662, 0.0881, 0.0390, 0.0121, 0.0499, 0.1553, 0.0485, 0.5409
0.0517, 0.0983, 0.0512, 0.0177, 0.0325, 0.2325, 0.0581, 0.4580
0.0264, 0.0557, 0.0488, 0.0132, 0.0291, 0.1623, 0.0484, 0.6161
0.0589, 0.0603, 0.0405, 0.0120, 0.0384, 0.1683, 0.0465, 0.5751
0.0388, 0.0730, 0.0401, 0.0132, 0.0317, 0.1975, 0.0474, 0.5583
0.0323, 0.0813, 0.0511, 0.0178, 0.0223, 0.2838, 0.0667, 0.4448
0.0287, 0.0471, 0.0382, 0.0099, 0.0379, 0.1266, 0.0382, 0.6733
0.0736, 0.0820, 0.0462, 0.0169, 0.0389, 0.2293, 0.0612, 0.4519
0.0446, 0.0901, 0.0365, 0.0149, 0.0331, 0.2515, 0.0580, 0.4714
0.0454, 0.1015, 0.0478, 0.0192, 0.0313, 0.2720, 0.0604, 0.4224
0.0511, 0.0980, 0.0401, 0.0135, 0.0389, 0.1898, 0.0499, 0.5187
0.0818, 0.1455, 0.0502, 0.0176, 0.0397, 0.2150, 0.0631, 0.3869
