1.0269, 0.0254, 0.7270, 0.5347, 0.9512, 0.0000, 0.0000, 0.0000, 0.0000, 0.4565, 1.1272, 0.0000
1.0958, 0.0000, 0.5972, 0.4266, 0.8866, 0.0000, 0.0000, 0.0000, 0.0000, 0.2812, 0.8964, 0.0000
1.2482, 0.0000, 0.6572, 0.5882, 1.0203, 0.0000, 0.0000, 0.0000, 0.0000, 0.4754, 1.1513, 0.0000
1.1702, 0.0747, 0.6010, 0.3913, 0.9508, 0.0000, 0.0000, 0.0000, 0.0000, 0.2843, 1.1373, 0.0000
1.1359, 0.0000, 0.4162, 0.4285, 0.8504, 0.1562, 0.0000, 0.0000, 0.0000, 0.3809, 1.0752, 0.0000
1.1426, 0.0000, 0.7770, 0.3045, 1.1436, 0.0471, 0.0000, 0.0000, 0.0000, 0.2297, 0.9687, 0.0000
0.7761, 0.2485, 0.6297, 0.6836, 0.8533, 0.0039, 0.0000, 0.0000, 0.0000, 0.4249, 1.2576, 0.0000
0.7950, 0.0910, 0.5430, 0.7863, 0.9161, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.8150, 0.0000
1.0156, 0.0000, 0.7980, 0.5120, 0.9414, 0.0000, 0.0000, 0.0000, 0.0000, 0.4809, 0.9955, 0.0000
1.0179, 0.0000, 0.5206, 0.4574, 1.1189, 0.0000, 0.0000, 0.0000, 0.0000, 0.1864, 1.0545, 0.0000
1.0356, 0.0000, 0.6425, 0.5359, 1.0112, 0.0000, 0.0000, 0.0000, 0.0000, 0.3464, 1.1089, 0.0000
1.0840, 0.0000, 0.5036, 0.2908, 0.9578, 0.0000, 0.0000, 0.0000, 0.0000, 0.4324, 1.0428, 0.0000
1.5433, 0.0000, 0.6408, 0.3426, 1.1792, 0.0000, 0.0000, 0.0000, 0.0000, 0.3070, 1.1463, 0.0000
1.0216, 0.0000, 0.5283, 0.3604, 1.1152, 0.0633, 0.0000, 0.0000, 0.0000, 0.3281, 0.9233, 0.0000
0.9505, 0.0000, 0.5701, 0.1219, 0.7310, 0.1289, 0.0000, 0.0000, 0.0000, 0.3922, 1.0420, 0.0000
1.0525, 0.0000, 0.5419, 0.6565, 0.9046, 0.0000, 0.0000, 0.0000, 0.0000, 0.3423, 1.1268, 0.0000
1.3413, 0.0000, 0.5966, 0.4991, 1.2230, 0.0000, 0.0000, 0.0000, 0.0000, 0.3040, 1.0170, 0.0000
1.1939, 0.0143, 0.7995, 0.6937, 1.1284, 0.0000, 0.0000, 0.0000, 0.0000, 0.2979, 1.0060, 0.0000
1.0961, 0.0000, 0.5343, 0.3831, 0.8343, 0.1655, 0.0000, 0.0000, 0.0000, 0.4833, 1.1394, 0.0000
1.0949, 0.0000, 0.4000, 0.4803, 0.9283, 0.0203, 0.0000, 0.0000, 0.0000, 0.2645, 1.0994, 0.0000
0.9986, 0.0000, 0.7461, 0.3750, 1.0350, 0.0000, 0.0000, 0.0000, 0.0000, 0.4100, 1.0196, 0.0000
1.0885, 0.0000, 0.8986, 0.5761, 0.6550, 0.0000, 0.0000, 0.0000, 0.0000, 0.6473, 1.2391, 0.0000
1.1827, 0.0000, 0.2844, 0.4530, 1.0477, 0.1443, 0.0000, 0.0000, 0.0000, 0.1632, 1.1528, 0.0000
1.1888, 0.0000, 0.3271, 0.5965, 0.8104, 0.0000, 0.0000, 0.0000, 0.0000, 0.1712, 0.9062, 0.0000
1.0704, 0.0000, 0.3891, 0.1410, 0.9434, 0.0077, 0.0000, 0.0000, 0.0000, 0.2279, 0.9244, 0.0000
1.3585, 0.0000, 0.7859, 0.3009, 1.1643, 0.1564, 0.0000, 0.0000, 0.0000, 0.3854, 1.0253, 0.0000
1.0063, 0.0000, 0.7017, 0.3888, 1.1340, 0.0000, 0.0000, 0.0000, 0.0000, 0.2119, 0.9497, 0.0000
1.2473, 0.0000, 0.2255, 0.6867, 0.8055, 0.0641, 0.0000, 0.0000, 0.0000, 0.4002, 1.2724, 0.0000
1.3182, 0.0000, 0.2454, 0.2413, 0.9566, 0.1400, 0.0000, 0.0000, 0.0000, 0.2405, 1.0688, 0.0000
1.0078, 0.0000, 0.3412, 0.3230, 1.0705, 0.0000, 0.0000, 0.0000, 0.0000, 0.0982, 0.7690, 0.0000
1.1069, 0.0000, 0.5162, 0.5870, 0.9207, 0.0000, 0.0000, 0.0000, 0.0000, 0.2124, 1.0543, 0.0000
1.0173, 0.0000, 0.3558, 0.5496, 0.7191, 0.0716, 0.0000, 0.0000, 0.0000, 0.4737, 1.2692, 0.0000
1.2782, 0.0106, 0.4627, 0.4328, 1.1173, 0.1352, 0.0000, 0.0000, 0.0000, 0.4507, 1.3336, 0.0000
1.2443, 0.0000, 0.6612, 0.5546, 1.1437, 0.1690, 0.0000, 0.0000, 0.0000, 0.3280, 1.2139, 0.0000
1.2139, 0.0000, 0.1069, 0.3236, 1.0046, 0.1839, 0.0000, 0.0000, 0.0000, 0.2983, 0.9170, 0.0000
0.8421, 0.0000, 0.3141, 0.6333, 0.9842, 0.0000, 0.0000, 0.0000, 0.0000, 0.1404, 1.0356, 0.0000
0.9690, 0.2561, 0.7185, 0.6191, 0.9458, 0.0033, 0.0000, 0.0000, 0.0000, 0.3553, 1.2943, 0.0000
1.0999, 0.0851, 0.4205, 0.4919, 1.1147, 0.0939, 0.0000, 0.0000, 0.0000, 0.1544, 1.0918, 0.0000
0.8055, 0.0430, 0.3876, 0.7428, 1.0280, 0.0516, 0.0000, 0.0000, 0.0000, 0.1501, 1.1380, 0.0000
1.1541, 0.0000, 0.5599, 0.5110, 0.8703, 0.0000, 0.0000, 0.0000, 0.0000, 0.3478, 0.9294, 0.0000
1.2389, 0.0072, 0.5877, 0.5468, 0.8591, 0.0911, 0.0000, 0.0000, 0.0000, 0.5316, 1.2238, 0.0000
1.1165, 0.0000, 0.3692, 0.4071, 1.1900, 0.0000, 0.0000, 0.0000, 0.0000, 0.3286, 1.0874, 0.0000
0.9655, 0.0000, 0.4358, 0.4298, 1.0721, 0.1207, 0.0000, 0.0000, 0.0000, 0.2543, 1.0546, 0.0000
1.2093, 0.0343, 0.5865, 0.3644, 1.2885, 0.3847, 0.0000, 0.0000, 0.0000, 0.2145, 0.9838, 0.0000
1.0211, 0.0000, 0.2787, 0.5253, 1.0038, 0.0000, 0.0000, 0.0000, 0.0000, 0.3431, 1.0096, 0.0000
1.0878, 0.0000, 0.4728, 0.5186, 0.8896, 0.0481, 0.0000, 0.0000, 0.0000, 0.4478, 1.3311, 0.0000
1.0982, 0.0000, 0.5223, 0.1844, 0.9344, 0.1316, 0.0000, 0.0000, 0.0000, 0.2625, 0.9796, 0.0000
1.2151, 0.0000, 0.4276, 0.4506, 1.0210, 0.2553, 0.0000, 0.0000, 0.0000, 0.2347, 1.0453, 0.0000
0.8313, 0.2084, 0.3692, 0.6811, 0.9225, 0.0000, 0.0000, 0.0000, 0.0000, 0.1259, 1.0028, 0.0000
1.1630, 0.0000, 0.7175, 0.3061, 1.0985, 0.1991, 0.0000, 0.0000, 0.0000, 0.1681, 1.0913, 0.0000
