0.9999,0.0001,0.0000,0.0000
0.0000,1.0000,0.0000,0.0000
1.0000,0.0000,0.0000,0.0000
0.0000,1.0000,0.0000,0.0000
0.0003,0.0000,0.9997,0.0000
0.9999,0.0000,0.0001,0.0000
0.0000,1.0000,0.0000,0.0000
0.9993,0.0002,0.0005,0.0000
0.9971,0.0029,0.0000,0.0000
1.0000,0.0000,0.0000,0.0000
0.0000,1.0000,0.0000,0.0000
0.0000,1.0000,0.0000,0.0000
0.0000,1.0000,0.0000,0.0000
1.0000,0.0000,0.0000,0.0000
0.0057,0.0000,0.9943,0.0000
0.0023,0.0000,0.9977,0.0000
1.0000,0.0000,0.0000,0.0000
0.0000,1.0000,0.0000,0.0000
0.9971,0.0000,0.0029,0.0000
1.0000,0.0000,0.0000,0.0000
0.9966,0.0000,0.0034,0.0000
0.9802,0.0198,0.0000,0.0000
0.0000,1.0000,0.0000,0.0000
1.0000,0.0000,0.0000,0.0000
1.0000,0.0000,0.0000,0.0000
0.0005,0.9995,0.0000,0.0000
0.0000,1.0000,0.0000,0.0000
0.0000,0.0001,0.9999,0.0000
0.9999,0.0000,0.0001,0.0000
0.0000,1.0000,0.0000,0.0000
0.0000,0.0016,0.9984,0.0000
0.9911,0.0089,0.0000,0.0000
0.0000,0.0000,1.0000,0.0000
0.0000,0.0000,1.0000,0.0000
0.0000,0.0078,0.9922,0.0000
0.9997,0.0003,0.0000,0.0000
0.0000,0.0075,0.9925,0.0000
0.0321,0.9648,0.0031,0.0000
1.0000,0.0000,0.0000,0.0000
0.9858,0.0142,0.0000,0.0000
0.9501,0.0499,0.0000,0.0000
1.0000,0.0000,0.0000,0.0000
0.0214,0.0000,0.9786,0.0000
0.0000,1.0000,0.0000,0.0000
0.0000,0.0000,1.0000,0.0000
0.0000,1.0000,0.0000,0.0000
1.0000,0.0000,0.0000,0.0000
1.0000,0.0000,0.0000,0.0000
1.0000,0.0000,0.0000,0.0000
1.0000,0.0000,0.0000,0.0000
0.0000,0.0000,1.0000,0.0000
0.0002,0.9990,0.0007,0.0000
0.0000,1.0000,0.0000,0.0000
0.0000,1.0000,0.0000,0.0000
1.0000,0.0000,0.0000,0.0000
0.0001,0.9999,0.0000,0.0000
0.0000,1.0000,0.0000,0.0000
1.0000,0.0000,0.0000,0.0000
1.0000,0.0000,0.0000,0.0000
0.0000,0.9853,0.0147,0.0000
0.0000,1.0000,0.0000,0.0000
1.0000,0.0000,0.0000,0.0000
0.9764,0.0140,0.0096,0.0000
0.0000,0.9995,0.0005,0.0000
0.0000,0.0000,1.0000,0.0000
1.0000,0.0000,0.0000,0.0000
0.0000,1.0000,0.0000,0.0000
1.0000,0.0000,0.0000,0.0000
0.0000,0.9917,0.0083,0.0000
1.0000,0.0000,0.0000,0.0000
0.0000,1.0000,0.0000,0.0000
0.0000,1.0000,0.0000,0.0000
0.0122,0.9878,0.0000,0.0000
0.0000,0.0000,1.0000,0.0000
0.0000,0.9955,0.0045,0.0000
0.0000,1.0000,0.0000,0.0000
0.9991,0.0000,0.0009,0.0000
0.9972,0.0028,0.0000,0.0000
0.0000,1.0000,0.0000,0.0000
0.0000,1.0000,0.0000,0.0000
0.0004,0.9996,0.0000,0.0000
0.0033,0.0053,0.9914,0.0000
0.0000,0.0000,1.0000,0.0000
1.0000,0.0000,0.0000,0.0000
1.0000,0.0000,0.0000,0.0000
1.0000,0.0000,0.0000,0.0000
1.0000,0.0000,0.0000,0.0000
0.9951,0.0049,0.0000,0.0000
1.0000,0.0000,0.0000,0.0000
0.0000,0.9999,0.0001,0.0000
0.0000,0.0000,1.0000,0.0000
0.0057,0.9943,0.0000,0.0000
0.9999,0.0001,0.0000,0.0000
0.0000,1.0000,0.0000,0.0000
0.9999,0.0000,0.0001,0.0000
0.0000,1.0000,0.0000,0.0000
1.0000,0.0000,0.0000,0.0000
1.0000,0.0000,0.0000,0.0000
1.0000,0.0000,0.0000,0.0000
0.0004,0.9996,0.0000,0.0000
0.9961,0.0000,0.0039,0.0000
0.0000,0.0069,0.9931,0.0000
0.9524,0.0402,0.0074,0.0000
1.0000,0.0000,0.0000,0.0000
0.0000,1.0000,0.0000,0.0000
0.0001,0.0000,0.9999,0.0000
0.9953,0.0047,0.0000,0.0000
1.0000,0.0000,0.0000,0.0000
0.0000,0.0021,0.9979,0.0000
0.0077,0.0000,0.9923,0.0000
0.0000,1.0000,0.0000,0.0000
1.0000,0.0000,0.0000,0.0000
0.0000,1.0000,0.0000,0.0000
0.9980,0.0020,0.0000,0.0000
0.0014,0.9986,0.0000,0.0000
0.0019,0.9981,0.0000,0.0000
0.0000,0.0006,0.9994,0.0000
0.0000,1.0000,0.0000,0.0000
0.0128,0.0000,0.9872,0.0000
1.0000,0.0000,0.0000,0.0000
0.0000,1.0000,0.0000,0.0000
0.0000,1.0000,0.0000,0.0000
0.0000,1.0000,0.0000,0.0000
0.0000,1.0000,0.0000,0.0000
0.0441,0.9546,0.0014,0.0000
0.0000,1.0000,0.0000,0.0000
1.0000,0.0000,0.0000,0.0000
0.0000,1.0000,0.0000,0.0000
0.0000,1.0000,0.0000,0.0000
0.0000,1.0000,0.0000,0.0000
0.0000,0.0061,0.9939,0.0000
0.0000,0.0000,1.0000,0.0000
0.0000,0.0000,1.0000,0.0000
1.0000,0.0000,0.0000,0.0000
